State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
KY,40008,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40009,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40010,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40011,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40012,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40013,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40014,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40018,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40019,EMINENCE,0.06,0.06,0.0,0.0,0.0,0
KY,40020,FAIRFIELD,0.06,0.06,0.0,0.0,0.0,0
KY,40022,SHELBY,0.06,0.06,0.0,0.0,0.0,0
KY,40023,SPENCER,0.06,0.06,0.0,0.0,0.0,0
KY,40025,GLENVIEW,0.06,0.06,0.0,0.0,0.0,0
KY,40026,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40027,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40031,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40032,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40033,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40036,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40037,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40040,WASHINGTON,0.06,0.06,0.0,0.0,0.0,0
KY,40041,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40045,TRIMBLE,0.06,0.06,0.0,0.0,0.0,0
KY,40046,SPENCER,0.06,0.06,0.0,0.0,0.0,0
KY,40047,MOUNT WASHINGTON,0.06,0.06,0.0,0.0,0.0,0
KY,40048,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40049,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40050,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40051,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40052,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40055,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40056,PEWEE VALLEY,0.06,0.06,0.0,0.0,0.0,0
KY,40057,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40058,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40059,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40060,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40061,SPRINGFIELD,0.06,0.06,0.0,0.0,0.0,0
KY,40062,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40063,MARION,0.06,0.06,0.0,0.0,0.0,0
KY,40065,SHELBY,0.06,0.06,0.0,0.0,0.0,0
KY,40066,SHELBYVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40067,SHELBY,0.06,0.06,0.0,0.0,0.0,0
KY,40068,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40069,WASHINGTON,0.06,0.06,0.0,0.0,0.0,0
KY,40070,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40071,SPENCER,0.06,0.06,0.0,0.0,0.0,0
KY,40075,HENRY,0.06,0.06,0.0,0.0,0.0,0
KY,40076,SHELBY,0.06,0.06,0.0,0.0,0.0,0
KY,40077,OLDHAM,0.06,0.06,0.0,0.0,0.0,0
KY,40078,WASHINGTON,0.06,0.06,0.0,0.0,0.0,0
KY,40104,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40107,NELSON,0.06,0.06,0.0,0.0,0.0,0
KY,40108,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40109,BULLITT,0.06,0.06,0.0,0.0,0.0,0
KY,40110,BULLITT,0.06,0.06,0.0,0.0,0.0,0
KY,40111,CLOVERPORT,0.06,0.06,0.0,0.0,0.0,0
KY,40115,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40117,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40118,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40119,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40121,HARDIN,0.06,0.06,0.0,0.0,0.0,0
KY,40122,HARDIN,0.06,0.06,0.0,0.0,0.0,0
KY,40129,HILLVIEW,0.06,0.06,0.0,0.0,0.0,0
KY,40140,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40142,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40143,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40144,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40145,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40146,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40150,BULLITT,0.06,0.06,0.0,0.0,0.0,0
KY,40152,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40153,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40155,MULDRAUGH,0.06,0.06,0.0,0.0,0.0,0
KY,40157,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40159,RADCLIFF,0.06,0.06,0.0,0.0,0.0,0
KY,40160,RADCLIFF,0.06,0.06,0.0,0.0,0.0,0
KY,40161,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40162,HARDIN,0.06,0.06,0.0,0.0,0.0,0
KY,40165,BULLITT,0.06,0.06,0.0,0.0,0.0,0
KY,40166,SHEPHERDSVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40170,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40171,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40175,MEADE,0.06,0.06,0.0,0.0,0.0,0
KY,40176,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40177,WEST POINT,0.06,0.06,0.0,0.0,0.0,0
KY,40178,BRECKINRIDGE,0.06,0.06,0.0,0.0,0.0,0
KY,40201,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40202,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40203,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40204,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40205,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40206,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40207,SAINT MATTHEWS,0.06,0.06,0.0,0.0,0.0,0
KY,40208,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40209,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40210,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40211,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40212,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40213,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
KY,40214,LOUISVILLE,0.06,0.06,0.0,0.0,0.0,0
